country,countrynr,year,pnoinsur,popu1564,pcovratp,ptakeupn,popu65ab,popuabpa,pturat65,pturatpa,prefrper,pcontper,pinceil,pmeantst,presitst,pfininsr,pfinstat,pfinempr,pfinothr,pbenmins,pbenstws,pbenfuls,pbenmaxs,pbeminco,pbestwco,pbefulco,pbemaxco,pbeaverp,gapwyear,pratmins,pratstws,pratfuls,pratmaxs,prtminco,prtstwco,prtfulco,prtmaxco,prtaverp,unoinsur,ulabforc,employes,ucovratl,ucovrate,uwaiting,uduratio,urefrper,ucontper,uinceil,umeantst,ufininsr,ufinstat,ufinempr,ufinothr,ubestw1s,ubesw26s,ubenmins,ubenfuls,ubenmaxs,ubestw1f,ubesw26f,ubenminf,ubenfulf,ubenmaxf,ugapweek,urtstw1s,urtsw26s,uratmins,uratfuls,uratmaxs,urtstw1f,urtsw26f,uratminf,uratfulf,uratmaxf,snoinsur,slabforc,spop1564,scovratl,scovratp,swaiting,sduratio,srefrper,scontper,sinceil,smeantst,sfininsr,sfinstat,sfinempr,sfinothr,sbestw1s,sbesw26s,sbenmins,sbenfuls,sbenmaxs,sbestw1f,sbesw26f,sbenminf,sbenfulf,sbenmaxf,sgapweek,srtstw1s,srtsw26s,sratmins,sratfuls,sratmaxs,srtstw1f,srtsw26f,sratminf,sratfulf,sratmaxf,anoinsur,alabforc,acovratl,awaiting,aduratio,arefrper,acontper,ainceil,ameantst,afininsr,afinstat,afinempr,afinothr,abestw1s,abesw26s,abenmins,abenfuls,abenmaxs,abestw1f,abesw26f,abenminf,abenfulf,abenmaxf,agapweek,artstw1s,artsw26s,aratmins,aratfuls,aratmaxs,artstw1f,artsw26f,aratminf,aratfulf,aratmaxf,unmsinet,unmfanet,sicsinet,sicfanet,accsinet,accfanet,netapwsi,netapwfa,netapwco,pminnesi,pstwnesi,pfulnesi,pmaxnesi,pminneco,pstwneco,pfulneco,pmaxneco,gapw26wy,n26apwsi,n26apwfa,napweksi,napwekfa,pnermisi,pnerswsi,pnerfusi,pnermxsi,pnermico,pnerswco,pnerfuco,pnermxco,u1stners,u1stnerf,s1stners,s1stnerf,a1stners,a1stnerf,uzrr26si,uzrr26fa,szrr26si,szrr26fa,azrr26si,azrr26fa,px2indst,uz4ind,sz4ind,az4ind,uz2inds,sz2inds,az2inds,uz2indf,sz2indf,az2indf
AUS,36,2015,0,15780,0.00,2515,3538,3538,0.71,0.71,0,0,0,1,1,0.00,0.00,0.00,0.00,21998.60,21998.60,21998.60,21998.60,33165.60,33165.60,33165.60,33165.60,0.00,69935.18,0.31,0.31,0.31,0.31,0.47,0.47,0.47,0.47,0.00,0,12524,11766,0.00,0.00,7,520,0,0,0,1,0.00,0.00,0.00,0.00,259.60,259.60,0.00,259.60,259.60,468.80,468.80,0.00,468.80,468.80,1344.91,0.19,0.19,0.00,0.19,0.19,0.35,0.35,0.00,0.35,0.35,0,12524,15780,0.00,0.00,7,520,0,0,0,1,0.00,0.00,0.00,0.00,259.60,259.60,0.00,259.60,259.60,468.80,468.80,0.00,468.80,468.80,1344.91,0.19,0.19,0.00,0.19,0.19,0.35,0.35,0.00,0.35,0.35,3444,4032,0.85,0,520,0,0,0,0,0.00,0.00,0.00,0.00,1277.66,1176.79,0.00,1176.79,2016.10,1277.66,1176.79,0.00,1176.79,2016.10,1344.91,0.95,0.88,0.00,0.88,1.50,0.95,0.88,0.00,0.88,1.50,36603.88,56984.31,36603.88,56860.21,51414.11,63948.41,54260.54,65920.66,54260.54,21998.60,21998.60,21998.60,21998.60,33165.60,33165.60,33165.60,33165.60,69935.18,31527.40,47843.70,1043.47,1267.70,0.40,0.40,0.40,0.40,0.61,0.61,0.61,0.61,0.19,0.35,0.19,0.35,0.95,0.95,0.22,0.51,0.22,0.50,0.87,0.89,0.51,0.32,0.32,0.92,0.21,0.21,0.91,0.43,0.42,0.92
AUS,36,2020,0,16571,0.00,2556,4166,4166,0.61,0.61,0,0,0,1,1,,,,,24185.20,24185.20,24185.20,24185.20,36462.40,36462.40,36462.40,36462.40,,80333.95,0.30,0.30,0.30,0.30,0.45,0.45,0.45,0.45,0.00,0,13550,12675,0.00,0.00,7,520,0,0,0,1,,,,,392.06,392.06,0.00,392.06,392.06,620.01,620.01,0.00,620.01,620.01,1544.88,0.25,0.25,0.00,0.25,0.25,0.40,0.40,0.00,0.40,0.40,0,13550,16571,0.00,0.00,7,520,0,0,0,1,,,,,354.66,354.66,0.00,392.06,392.06,582.61,582.61,0.00,620.01,620.01,1544.88,0.23,0.23,0.00,0.25,0.25,0.38,0.38,0.00,0.40,0.40,3708,4335,0.86,0,520,0,0,0,0,,,,,1467.64,1351.77,0.00,1351.77,2224.00,1467.64,1351.77,0.00,1351.77,2224.00,1544.88,0.95,0.88,0.00,0.88,1.44,0.95,0.88,0.00,0.88,1.44,42854.49,62721.84,42854.49,62597.74,58863.07,69943.50,62151.74,72228.00,62151.74,24185.20,24185.20,24185.20,24185.20,36462.40,36462.40,36462.40,36462.40,80333.95,35652.39,51663.38,1195.23,1389.00,0.39,0.39,0.39,0.39,0.58,0.58,0.58,0.58,0.25,0.40,0.23,0.38,0.95,0.95,0.27,0.54,0.27,0.53,0.88,0.89,0.48,0.37,0.35,0.92,0.26,0.25,0.91,0.47,0.45,0.92
AUT,40,1930,415,4549,0.09,231,484,628,0.48,0.37,0,0,0,1,0,,,,,216.00,696.00,696.00,696.00,432.00,792.00,792.00,792.00,,2646.00,0.08,0.26,0.26,0.26,0.16,0.30,0.30,0.30,,0,3146,2122,0.00,0.00,7,20,52,20,0,1,0.33,0.33,0.33,,20.30,15.60,0.00,15.60,15.60,23.10,17.80,0.00,17.80,17.80,50.88,0.40,0.31,0.00,0.31,0.31,0.45,0.35,0.00,0.35,0.35,1876,3146,4549,0.60,0.41,3,52,30,30,0,0,0.68,0.00,0.32,0.10,29.40,29.40,6.00,29.40,29.40,29.40,29.40,6.00,29.40,29.40,50.88,0.58,0.58,0.12,0.58,0.58,0.58,0.58,0.12,0.58,0.58,1603,3146,0.51,3,52,30,30,0,0,0.00,0.00,1.00,,29.40,29.40,6.00,29.40,29.40,29.40,29.40,6.00,29.40,29.40,50.88,0.58,0.58,0.12,0.58,0.58,0.58,0.58,0.12,0.58,0.58,1576.00,1632.00,1934.00,1934.00,1934.00,1934.00,2340.00,2340.00,2340.00,216.00,696.00,696.00,696.00,216.00,792.00,792.00,792.00,1323.00,1170.00,1170.00,45.00,45.00,0.09,0.30,0.30,0.30,0.09,0.34,0.34,0.34,0.45,0.51,0.65,0.65,0.65,0.65,0.35,0.39,0.65,0.65,0.65,0.65,0.32,0.43,0.65,0.65,0.40,0.65,0.65,0.45,0.65,0.65
AUT,40,1933,370,4599,0.08,251,522,675,0.48,0.37,0,0,0,1,0,0.12,0.76,0.12,,216.00,576.00,576.00,576.00,432.00,744.00,744.00,744.00,617.00,2646.00,0.08,0.22,0.22,0.22,0.16,0.28,0.28,0.28,0.23,0,3164,2138,0.00,0.00,7,20,52,20,0,1,0.33,0.33,0.33,,16.80,12.90,0.00,12.90,12.90,21.70,16.70,0.00,16.70,16.70,50.88,0.33,0.25,0.00,0.25,0.25,0.43,0.33,0.00,0.33,0.33,1526,3164,4599,0.48,0.33,3,52,30,30,0,0,0.66,0.00,0.34,0.17,29.40,29.40,6.00,29.40,29.40,29.40,29.40,6.00,29.40,29.40,50.88,0.58,0.58,0.12,0.58,0.58,0.58,0.58,0.12,0.58,0.58,1372,3164,0.43,3,52,30,30,0,0,0.00,0.00,1.00,,29.40,29.40,6.00,29.40,29.40,29.40,29.40,6.00,29.40,29.40,50.88,0.58,0.58,0.12,0.58,0.58,0.58,0.58,0.12,0.58,0.58,1506.00,1604.00,1934.00,1934.00,1934.00,1934.00,2340.00,2340.00,2340.00,216.00,576.00,576.00,576.00,216.00,744.00,744.00,744.00,1323.00,1170.00,1170.00,45.00,45.00,0.09,0.25,0.25,0.25,0.09,0.32,0.32,0.32,0.37,0.48,0.65,0.65,0.65,0.65,0.29,0.37,0.65,0.65,0.65,0.65,0.28,0.38,0.65,0.65,0.33,0.65,0.65,0.43,0.65,0.65
AUT,40,1939,,4662,0.56,,,,0.35,0.27,45,45,,1,0,,,,,,,,,,,,,,,0.08,0.22,0.22,0.22,0.16,0.28,0.28,0.28,,0,3649,2223,0.00,0.00,7,20,52,20,0,1,0.33,0.33,0.33,,,,,,,,,,,,,0.33,0.25,,0.25,0.25,0.43,0.33,,0.33,0.33,,3649,4662,0.57,0.41,3,52,0,0,1,0,,,,,,,,,,,,,,,,0.58,0.58,0.12,0.58,0.58,0.58,0.58,0.12,0.58,0.58,,3649,0.84,3,52,0,0,0,0,0.00,0.00,1.00,0.31,,,,,,,,,,,,0.58,0.58,0.12,0.58,0.58,0.58,0.58,0.12,0.58,0.58,1506.00,1604.00,1934.00,1934.00,1934.00,1934.00,2340.00,2340.00,2340.00,,,,,,,,,1323.00,1170.00,1170.00,45.00,45.00,0.09,0.25,0.25,0.25,0.09,0.32,0.32,0.32,0.37,0.48,0.65,0.65,0.65,0.65,0.29,0.37,0.65,0.65,0.65,0.65,0.28,0.38,0.65,0.65,0.33,0.65,0.65,0.43,0.65,0.65
AUT,40,1947,1902,4607,0.41,357,675,863,0.53,0.41,50,45,0,0,0,0.43,0.15,0.42,0.01,900.00,2566.80,2566.80,2668.80,900.00,2566.80,2566.80,2668.80,1380.00,5116.80,0.18,0.50,0.50,0.52,0.18,0.50,0.50,0.52,0.27,0,3338,2067,0.00,0.00,7,20,52,20,0,1,0.50,0.00,0.50,,37.50,37.50,0.00,37.50,45.00,67.50,67.50,0.00,67.50,77.50,130.40,0.29,0.29,0.00,0.29,0.34,0.52,0.52,0.00,0.52,0.59,1849,3338,4607,0.55,0.40,3,52,0,0,0,0,0.50,0.00,0.50,0.04,49.20,55.12,0.00,55.12,,49.20,72.40,0.00,72.40,,98.40,0.50,0.56,0.00,0.56,,0.50,0.74,0.00,0.74,,1849,3338,0.55,3,520,0,0,0,0,0.00,0.00,1.00,,49.20,55.12,,55.12,,49.20,72.40,,72.40,,98.40,0.50,0.56,,0.56,,0.50,0.74,,0.74,,3971.80,4816.20,3760.00,4209.00,3760.00,4209.00,4523.00,4620.00,4564.00,870.00,2537.00,2537.00,2638.80,870.00,2537.00,2537.00,2638.80,2558.00,2327.00,2327.00,86.98,88.85,0.19,0.56,0.56,0.58,0.19,0.56,0.56,0.58,0.33,0.58,0.57,0.55,0.57,0.55,0.33,0.57,0.65,0.82,0.65,0.82,0.56,0.45,0.65,0.65,0.33,0.61,0.61,0.57,0.69,0.69
AUT,40,1950,1943,4632,0.42,445,724,916,0.61,0.49,50,45,0,0,0,0.40,0.15,0.45,0.05,1716.00,5371.20,5371.20,5598.00,1716.00,5371.20,5371.20,5598.00,3552.00,10108.80,0.17,0.53,0.53,0.55,0.17,0.53,0.53,0.55,0.35,1494,3345,2072,0.47,0.72,7,30,260,156,0,0,0.50,0.00,0.50,,65.00,65.00,,65.00,,97.00,97.00,,97.00,,194.40,0.33,0.33,,0.33,,0.50,0.50,,0.50,,1941,3345,4605,0.58,0.42,3,52,0,0,0,0,0.54,0.00,0.46,0.10,97.20,103.03,0.00,103.03,131.25,97.20,131.25,0.00,131.25,131.25,194.40,0.50,0.53,0.00,0.53,0.68,0.50,0.68,0.00,0.68,0.68,1941,3345,0.58,3,520,0,0,0,0,0.00,0.00,1.00,,97.20,103.03,,103.03,131.25,97.20,131.25,,131.25,131.25,194.40,0.50,0.53,,0.53,0.68,0.50,0.68,,0.68,0.68,6267.00,7839.00,7256.00,8830.00,7256.00,8830.00,8820.00,9822.00,8944.00,1686.00,5247.00,5247.00,5457.00,1686.00,5341.00,5341.00,5568.00,5054.00,4577.00,5317.00,169.62,175.04,0.19,0.59,0.59,0.62,0.19,0.60,0.60,0.62,0.38,0.55,0.57,0.56,0.57,0.56,0.40,0.56,0.63,0.78,0.63,0.78,0.60,0.47,0.63,0.63,0.39,0.60,0.60,0.56,0.67,0.67
AUT,40,1955,2181,4600,0.47,493,786,1004,0.63,0.49,50,45,0,0,0,0.45,0.25,0.39,0.02,5343.00,12262.90,12262.90,14822.60,5345.00,12262.90,12262.90,14822.60,7111.00,21551.00,0.25,0.57,0.57,0.69,0.25,0.57,0.57,0.69,0.33,1528,3356,2203,0.46,0.69,7,30,260,156,0,0,0.50,0.00,0.50,,120.50,120.50,40.11,120.50,163.20,194.50,194.50,74.26,194.50,237.20,382.56,0.32,0.32,0.10,0.32,0.43,0.51,0.51,0.19,0.51,0.62,2071,3356,4600,0.62,0.45,3,52,0,0,0,0,0.52,0.02,0.46,0.01,191.28,197.02,0.00,197.02,324.00,191.28,258.23,0.00,258.23,324.00,382.56,0.50,0.52,0.00,0.52,0.85,0.50,0.68,0.00,0.68,0.85,2071,3356,0.62,3,520,0,0,0,0,0.00,0.00,1.00,,191.28,197.02,0.00,197.02,324.00,191.28,258.23,0.00,258.23,324.00,382.56,0.50,0.52,0.00,0.52,0.85,0.50,0.68,0.00,0.68,0.85,12026.00,15270.00,14016.00,16927.00,14016.00,16927.00,17039.00,19104.00,17287.00,4846.00,11121.00,11121.00,13168.00,4846.00,11121.00,11121.00,13442.00,9946.56,8893.00,10213.00,327.67,342.00,0.28,0.65,0.65,0.77,0.28,0.64,0.64,0.78,0.37,0.57,0.58,0.56,0.58,0.56,0.38,0.57,0.63,0.76,0.63,0.76,0.65,0.47,0.63,0.63,0.38,0.61,0.61,0.57,0.66,0.66
AUT,40,1960,2915,4632,0.63,668,849,1094,0.79,0.61,50,45,0,0,0,0.41,0.18,0.41,0.13,8316.00,15428.00,19012.00,28938.00,11438.00,15428.00,19012.00,28938.00,10087.00,25914.00,0.32,0.59,0.73,1.12,0.44,0.59,0.73,1.12,0.39,1815,3368,2372,0.54,0.77,7,30,260,156,0,0,0.50,0.00,0.50,,145.60,145.60,37.85,145.60,145.60,225.40,225.40,72.00,225.40,225.40,498.00,0.29,0.29,0.08,0.29,0.29,0.45,0.45,0.15,0.45,0.45,2282,3368,4632,0.68,0.49,3,52,0,0,0,0,0.51,0.03,0.45,,237.30,274.58,0.00,274.58,450.00,237.30,330.54,0.00,330.54,450.00,498.00,0.48,0.55,0.00,0.55,0.90,0.48,0.66,0.00,0.66,0.90,2282,3368,0.68,3,520,0,0,0,0,0.00,0.00,1.00,,237.30,274.58,0.00,274.58,450.00,237.30,330.54,0.00,330.54,450.00,498.00,0.48,0.55,0.00,0.55,0.90,0.48,0.66,0.00,0.66,0.90,15206.00,20281.00,20094.00,24624.00,20094.00,24624.00,21755.00,25804.00,22107.00,8108.00,15037.00,18346.00,26730.00,11152.00,15037.00,18441.00,26730.00,12957.00,11421.00,14421.00,418.37,438.54,0.37,0.68,0.83,1.21,0.50,0.67,0.83,1.20,0.35,0.51,0.57,0.54,0.57,0.54,0.37,0.51,0.84,0.90,0.84,0.90,0.68,0.44,0.71,0.71,0.36,0.70,0.70,0.51,0.72,0.72
AUT,40,1965,2915,4609,0.63,835,962,1211,0.87,0.69,50,45,0,0,0,0.38,0.23,0.38,0.14,12124.00,22610.00,27860.00,53620.00,16744.00,22610.00,27860.00,53620.00,16721.00,37688.00,0.32,0.60,0.74,1.42,0.44,0.60,0.74,1.42,0.44,1906,3249,2447,0.59,0.78,7,30,260,156,0,0,0.50,0.00,0.50,,214.90,214.90,,214.90,,294.70,294.70,,294.70,,725.00,0.30,0.30,,0.30,,0.41,0.41,,0.41,,2381,3249,4609,0.73,0.52,3,52,0,0,0,0,,,,,355.95,411.88,0.00,411.88,562.00,355.95,495.81,0.00,495.81,562.00,725.00,0.49,0.57,0.00,0.57,0.78,0.49,0.68,0.00,0.68,0.78,2381,3249,0.73,3,520,0,0,0,0,0.00,0.00,1.00,,355.95,411.88,0.00,411.88,562.00,355.95,495.81,0.00,495.81,562.00,725.00,0.49,0.57,0.00,0.57,0.78,0.49,0.68,0.00,0.68,0.78,21968.00,28023.00,29294.00,35436.00,29294.00,35436.00,30191.00,36754.00,31197.00,11821.00,21708.00,26330.00,46616.00,16325.00,21708.00,26608.00,46616.00,18846.00,16386.00,20352.00,580.60,630.65,0.38,0.70,0.85,1.50,0.52,0.69,0.84,1.47,0.37,0.47,0.61,0.56,0.61,0.56,0.40,0.47,0.94,0.92,0.94,0.92,0.69,0.43,0.76,0.76,0.39,0.77,0.77,0.47,0.74,0.74
AUT,40,1970,2880,4572,0.63,1016,1051,1305,0.97,0.78,50,45,0,0,0,0.37,0.27,0.37,0.08,17598.00,30968.00,38178.00,74984.00,24318.00,30968.00,38178.00,74984.00,26222.00,55944.00,0.32,0.55,0.68,1.34,0.43,0.55,0.68,1.34,0.47,1945,3142,2448,0.62,0.80,7,30,260,156,0,0,0.50,0.00,0.50,,329.00,329.00,,329.00,445.00,402.50,402.50,,402.50,519.00,1076.00,0.31,0.31,,0.31,0.41,0.37,0.37,,0.37,0.48,2389,3142,4572,0.76,0.52,3,78,0,0,0,0,0.52,0.05,0.43,,538.65,623.31,0.00,623.31,893.00,538.65,750.27,0.00,750.27,893.00,1076.00,0.50,0.58,0.00,0.58,0.83,0.50,0.70,0.00,0.70,0.83,2389,3142,0.76,3,520,0,0,0,0,0.00,0.00,1.00,,538.65,623.31,0.00,623.31,893.00,538.65,750.27,0.00,750.27,893.00,1076.00,0.50,0.58,0.00,0.58,0.83,0.50,0.70,0.00,0.70,0.83,32569.00,41512.00,43375.00,53973.00,43375.00,53973.00,42377.00,54808.00,45156.00,17158.00,29432.00,35471.00,61949.00,23710.00,29929.00,36067.00,63726.00,27972.00,24015.00,31047.00,814.94,919.38,0.39,0.67,0.81,1.41,0.53,0.67,0.81,1.43,0.40,0.44,0.66,0.59,0.66,0.59,0.47,0.44,1.05,0.96,1.05,0.96,0.67,0.44,0.82,0.82,0.43,0.86,0.86,0.44,0.78,0.78
AUT,40,1975,3044,4619,0.66,1138,1138,1326,1.00,0.86,50,45,0,0,0,0.36,0.28,0.36,0.09,31024.00,51884.00,63952.00,110278.00,44408.00,51884.00,63952.00,110278.00,45920.00,104958.00,0.30,0.49,0.61,1.05,0.42,0.49,0.61,1.05,0.44,2159,3287,2712,0.66,0.80,3,30,260,156,0,0,0.50,0.00,0.50,,673.40,673.40,,673.40,,841.40,841.40,,841.40,,2018.00,0.33,0.33,,0.33,,0.42,0.42,,0.42,,2657,3287,4619,0.81,0.57,0,78,0,0,0,0,0.52,0.05,0.43,,2018.00,1268.06,0.00,1483.30,1309.00,2018.00,1489.05,0.00,1660.09,1470.00,2018.00,1.00,0.63,0.00,0.73,0.65,1.00,0.74,0.00,0.82,0.73,3122,3287,0.95,0,520,0,0,0,0,0.00,0.00,1.00,,2018.00,1416.47,0.00,1483.30,1309.00,2018.00,1615.35,0.00,1660.09,1470.00,2018.00,1.00,0.70,0.00,0.73,0.65,1.00,0.80,0.00,0.82,0.73,62429.00,76228.00,80848.00,97523.00,81571.00,99120.00,80337.00,99662.00,82737.00,30093.00,49623.00,58961.00,92817.00,43076.00,50327.00,60461.00,95227.00,52479.00,44851.00,54259.00,1544.94,1743.50,0.38,0.62,0.74,1.16,0.52,0.61,0.73,1.16,0.44,0.48,1.00,1.00,1.00,1.00,0.50,0.48,1.01,0.95,1.03,0.99,0.62,0.47,0.99,1.00,0.47,1.00,1.00,0.48,0.98,0.99
AUT,40,1980,3139,4804,0.65,1183,1161,1372,1.02,0.86,50,45,0,0,0,0.37,0.21,0.41,0.08,47432.00,84714.00,104412.00,178416.00,67844.00,84714.00,104412.00,178416.00,72156.00,149940.00,0.32,0.56,0.70,1.19,0.45,0.56,0.70,1.19,0.48,2252,3372,2845,0.67,0.79,0,30,260,156,0,0,0.50,0.00,0.50,,1178.10,1178.10,105.10,1178.10,1330.60,1451.10,1451.10,229.80,1451.10,1600.60,2883.00,0.41,0.41,0.04,0.41,0.46,0.50,0.50,0.08,0.50,0.56,2788,3372,4804,0.83,0.58,0,78,0,0,0,0,,,,,2883.00,1880.00,0.00,2170.00,2531.00,2883.00,2211.00,0.00,2435.00,2841.00,2883.00,1.00,0.65,0.00,0.75,0.88,1.00,0.77,0.00,0.84,0.98,3354,3372,0.99,0,520,0,0,0,0,0.00,0.00,1.00,,2883.00,2080.00,0.00,2170.00,2531.00,2883.00,2379.00,0.00,2435.00,2841.00,2883.00,1.00,0.72,0.00,0.75,0.88,1.00,0.82,0.00,0.84,0.98,91817.00,123918.00,113898.00,148682.00,113699.00,147622.00,109795.00,135961.00,112995.00,46009.00,75557.00,89930.00,141730.00,65809.00,78756.00,93130.00,144929.00,74970.00,61186.00,86189.00,2111.44,2185.40,0.42,0.69,0.82,1.29,0.58,0.70,0.83,1.28,0.56,0.66,1.00,1.00,1.00,1.00,0.63,0.76,1.08,1.26,1.08,1.23,0.69,0.65,1.00,1.00,0.59,1.00,1.00,0.71,1.00,1.00
AUT,40,1985,3122,5099,0.61,1262,1081,1339,1.17,0.94,50,45,0,0,0,0.33,0.28,0.40,0.01,61306.00,113148.00,139468.00,251804.00,87808.00,113148.00,139468.00,251804.00,80206.00,196742.00,0.31,0.57,0.71,1.28,0.45,0.57,0.71,1.28,0.41,2209,3353,2751,0.66,0.80,0,30,104,52,0,0,0.50,0.00,0.50,,1542.10,1542.10,146.70,1542.10,1760.50,1901.20,1901.20,312.40,1901.20,2119.60,3784.00,0.41,0.41,0.04,0.41,0.47,0.50,0.50,0.08,0.50,0.56,2825,3353,5099,0.84,0.55,0,78,0,0,0,0,0.66,0.04,0.30,,3783.00,2417.00,0.00,2810.00,3549.00,3783.00,2417.00,0.00,2810.00,3549.00,3783.00,1.00,0.64,0.00,0.74,0.94,1.00,0.64,0.00,0.74,0.94,3353,3353,1.00,0,520,0,0,0,0,0.00,0.00,1.00,,3783.00,2689.00,0.00,2810.00,3549.00,3783.00,2689.00,0.00,2810.00,3549.00,3783.00,1.00,0.71,0.00,0.74,0.94,1.00,0.71,0.00,0.74,0.94,118321.00,158653.00,145677.00,177153.00,145655.00,177131.00,139897.00,171347.00,143797.00,59299.00,99413.00,119972.00,191851.00,82500.00,103313.00,123872.00,195751.00,98370.00,78226.00,109221.00,2690.33,2787.44,0.43,0.71,0.86,1.38,0.58,0.72,0.87,1.37,0.57,0.68,1.00,1.00,1.00,1.00,0.65,0.80,1.09,1.09,1.09,1.09,0.72,0.68,1.00,1.00,0.61,1.00,1.00,0.74,1.00,1.00
AUT,40,1990,3254,5206,0.62,1308,1168,1388,1.12,0.94,50,45,0,0,0,0.31,0.31,0.38,,73794.00,133910.00,165060.00,298816.00,105700.00,133910.00,165060.00,298816.00,,245952.00,0.30,0.54,0.67,1.22,0.43,0.54,0.67,1.22,,2383,3526,2929,0.68,0.81,0,30,104,52,0,0,0.50,0.00,0.50,,2020.20,2020.20,273.00,2020.20,2585.00,2368.80,2368.80,379.00,2368.80,3003.00,4730.00,0.43,0.43,0.08,0.43,0.55,0.50,0.50,0.16,0.50,0.64,3007,3526,5206,0.85,0.58,0,78,0,0,0,0,0.66,0.03,0.31,,4730.00,3103.00,0.00,3573.00,4984.00,4730.00,3103.00,0.00,3573.00,4984.00,4730.00,1.00,0.66,0.00,0.76,1.05,1.00,0.66,0.00,0.76,1.05,3526,3526,1.00,0,520,0,0,0,0,0.00,0.00,1.00,,4730.00,3429.00,0.00,3573.00,4984.00,4730.00,3429.00,0.00,3573.00,4984.00,4730.00,1.00,0.72,0.00,0.76,1.05,1.00,0.72,0.00,0.76,1.05,143674.00,188191.00,173361.00,213493.00,175546.00,215677.00,181787.00,221919.00,185787.00,71580.00,121753.00,146424.00,240740.00,102529.00,125753.00,150423.00,244740.00,122976.00,102071.00,137415.00,3495.90,3667.67,0.39,0.67,0.81,1.33,0.55,0.68,0.81,1.32,0.58,0.65,1.00,1.00,1.00,1.00,0.52,0.60,0.89,0.90,0.92,0.93,0.67,0.59,0.95,0.96,0.55,0.95,0.96,0.62,0.95,0.96
AUT,40,1995,3395,5417,0.63,1585,1218,1413,1.30,1.00,30,15,0,0,0,0.33,0.26,0.41,,104160.00,192472.00,214844.00,373562.00,148610.00,192472.00,214844.00,373562.00,,310772.00,0.34,0.62,0.69,1.20,0.48,0.62,0.69,1.20,,2487,3903,3070,0.64,0.81,0,30,104,52,0,0,0.50,0.00,0.50,,2375.80,2375.80,296.70,2375.80,2924.60,2802.10,2802.10,624.60,2802.10,3350.90,5976.00,0.40,0.40,0.05,0.40,0.49,0.47,0.47,0.10,0.47,0.56,3014,3903,5417,0.77,0.56,0,78,0,0,0,0,0.42,0.01,0.57,,5976.00,3950.00,0.00,4536.00,6576.00,5976.00,3950.00,0.00,4536.00,6576.00,5976.00,1.00,0.66,0.00,0.76,1.10,1.00,0.66,0.00,0.76,1.10,3903,3903,1.00,0,520,0,0,0,0,0.00,0.00,1.00,,5976.00,4356.00,0.00,4536.00,6576.00,5976.00,4356.00,0.00,4536.00,6576.00,5976.00,1.00,0.73,0.00,0.76,1.10,1.00,0.73,0.00,0.76,1.10,173681.00,220864.00,212677.00,251277.00,215139.00,253739.00,221666.00,260266.00,226666.00,104160.00,169824.00,185333.00,294825.00,148610.00,174824.00,190333.00,299825.00,155386.00,127328.00,160928.00,4262.81,4358.96,0.47,0.77,0.84,1.33,0.66,0.77,0.84,1.32,0.56,0.64,1.00,1.00,1.00,1.00,0.49,0.60,0.90,0.91,0.93,0.93,0.77,0.57,0.95,0.97,0.52,0.95,0.97,0.62,0.95,0.97
AUT,40,2000,3524,5496,0.64,1765,1256,1473,1.41,1.00,50,45,0,0,0,0.35,0.22,0.43,,112004.00,221340.00,252966.00,427672.00,159800.00,221340.00,252966.00,427672.00,,352002.00,0.32,0.63,0.72,1.22,0.45,0.63,0.72,1.22,,2602,3918,3251,0.66,0.80,0,30,104,52,0,0,0.50,0.00,0.50,,2578.10,2578.10,315.00,2578.10,3419.50,3010.70,3010.70,647.80,3010.70,3852.10,6769.00,0.38,0.38,0.05,0.38,0.51,0.45,0.45,0.10,0.45,0.57,2990,3918,5496,0.76,0.54,0,78,0,0,0,0,0.61,0.01,0.38,0.30,6769.00,4464.00,0.00,5131.00,7515.00,6769.00,4464.00,0.00,5131.00,7515.00,6769.00,1.00,0.66,0.00,0.76,1.11,1.00,0.66,0.00,0.76,1.11,3918,3918,1.00,0,520,0,0,0,0,0.00,0.00,1.00,,6769.00,4926.00,0.00,5131.00,7515.00,6769.00,4926.00,0.00,5131.00,7515.00,6769.00,1.00,0.73,0.00,0.76,1.11,1.00,0.73,0.00,0.76,1.11,190573.00,241220.00,236479.00,278379.00,239181.00,281080.00,246382.00,288282.00,251382.00,112004.00,192947.00,214538.00,327724.00,159800.00,197929.00,219537.00,332724.00,176001.00,143577.00,180477.00,4738.12,4834.27,0.45,0.78,0.87,1.33,0.64,0.79,0.87,1.32,0.54,0.62,1.00,1.00,1.00,1.00,0.46,0.56,0.90,0.91,0.93,0.93,0.79,0.55,0.95,0.97,0.50,0.95,0.96,0.59,0.95,0.97
